weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
89.3,177.7,43.0,107.8,95.4,103.8,117.4,66.9,42.4,38.8,21.3,33.1,17.8,14.7,58.5,27.0,89.0,49.6,43.2,27.7,60.3
82.7,177.1,44.9,102.2,93.5,99.5,112.0,61.1,42.2,37.3,22.5,30.2,17.8,14.5,57.2,27.0,85.6,50.5,44.5,25.6,60.3
101.2,180.5,45.7,116.5,114.3,109.3,122.5,67.3,41.7,38.7,22.6,32.3,18.0,14.5,58.3,25.6,83.6,51.9,43.6,27.9,58.6
83.2,173.9,42.4,104.0,97.0,99.7,112.0,61.6,40.4,39.7,22.4,30.0,17.3,14.1,58.6,26.3,81.2,48.3,42.1,26.0,57.2
94.2,173.3,45.5,114.2,106.8,110.2,121.1,64.8,41.3,38.8,22.4,33.1,17.3,15.5,58.3,26.1,83.4,48.8,40.7,28.9,57.6
96.6,169.4,47.5,122.6,104.4,110.6,130.7,67.3,38.2,38.4,22.6,33.7,19.4,16.0,60.7,27.8,82.7,47.0,42.1,29.2,56.5
103.6,182.1,46.0,112.6,104.4,110.5,125.0,67.5,40.8,38.4,23.5,32.9,18.8,16.0,61.9,28.2,86.3,55.5,47.4,28.8,55.2
78.8,176.5,45.3,104.4,88.8,97.2,119.8,55.9,39.3,35.6,22.7,31.2,18.7,15.9,58.7,26.0,83.2,49.4,40.6,25.5,58.5
87.3,177.9,46.2,109.4,89.3,101.2,121.2,63.1,40.3,40.3,22.5,32.2,18.2,15.4,60.5,27.4,86.3,47.5,38.2,27.9,57.0
92.6,180.2,45.6,111.8,94.8,100.1,127.0,61.8,40.8,38.5,21.9,33.6,17.5,16.4,60.9,27.2,86.9,48.8,43.1,27.4,56.6
84.6,178.3,44.8,102.6,95.2,105.2,118.0,62.8,41.2,37.0,22.5,32.9,17.7,15.8,58.0,26.6,83.6,48.2,40.7,24.3,56.5
87.8,185.3,41.1,106.0,92.4,101.8,116.1,60.2,41.5,39.4,23.7,32.2,18.8,16.5,62.4,28.0,88.2,47.0,41.4,26.1,57.8
80.8,174.4,42.5,108.4,99.2,99.4,118.1,61.4,41.7,38.3,22.0,28.8,16.9,14.2,56.0,23.5,83.6,44.8,40.2,25.6,57.9
81.6,170.9,43.2,109.9,99.4,101.2,115.7,59.9,39.7,38.5,21.5,30.0,17.6,14.5,58.7,27.2,80.1,47.6,37.1,25.2,56.0
89.5,185.5,45.7,105.4,99.1,100.5,115.7,59.7,41.7,39.3,23.1,31.3,18.4,15.8,61.0,28.1,86.7,52.3,42.6,25.1,56.8
88.2,176.5,46.2,107.0,92.8,104.7,119.4,64.8,39.2,39.0,23.0,32.6,17.0,14.3,58.0,26.8,85.8,47.2,41.6,24.6,59.5
89.0,176.4,45.3,110.1,97.7,107.1,120.2,65.4,41.2,37.3,22.0,33.1,18.0,14.3,58.0,25.9,83.4,48.8,39.7,25.8,58.7
101.5,180.7,48.2,110.3,105.2,108.8,127.9,65.8,44.6,42.6,23.7,33.7,18.8,16.6,59.6,27.9,85.4,49.0,42.3,26.6,57.0
89.5,177.5,47.2,100.9,92.1,105.2,120.0,64.7,42.9,41.8,24.0,32.7,18.4,14.7,57.9,26.5,85.7,45.9,41.5,24.2,58.6
79.5,176.0,40.6,101.5,88.9,101.6,114.8,60.0,38.7,38.8,21.5,30.0,17.7,16.0,60.0,27.5,88.3,47.6,40.7,24.1,56.0
91.5,185.1,42.0,111.7,102.0,103.0,120.5,62.4,39.7,36.7,21.7,30.7,17.8,15.5,63.0,27.5,93.9,50.5,47.0,27.6,56.6
73.4,173.4,41.5,103.3,93.1,96.8,109.8,57.4,37.6,36.3,21.1,27.8,17.7,15.0,58.6,27.1,83.2,48.0,39.5,25.3,57.4
108.7,178.1,47.5,120.6,113.8,107.3,127.5,68.8,46.8,42.8,24.1,32.4,18.3,15.8,59.7,27.6,88.9,52.0,41.5,30.5,61.5
95.9,175.8,44.6,111.3,106.3,108.1,122.8,67.4,44.5,39.1,24.5,32.7,17.8,15.7,58.9,26.5,80.8,52.6,38.3,27.4,56.7
74.3,163.5,42.7,106.9,93.2,96.8,110.0,58.9,39.0,35.4,21.5,29.0,17.3,13.9,53.2,23.8,76.3,47.3,37.6,27.1,54.8
83.7,174.5,43.1,104.8,97.2,103.6,120.0,64.7,40.0,38.3,21.8,29.4,17.5,16.4,56.9,24.1,80.2,46.9,37.4,24.2,59.4
79.1,174.0,38.6,103.8,94.1,100.6,113.1,61.6,41.6,36.7,22.8,30.0,17.2,14.4,58.1,26.2,84.2,49.2,40.3,22.9,55.4
85.1,173.9,45.4,112.5,100.1,102.0,122.5,59.8,40.0,36.3,21.7,31.3,17.7,16.2,56.1,25.1,81.9,44.4,39.8,25.8,55.2
80.2,177.4,40.4,102.8,90.5,100.3,113.8,60.7,40.4,38.0,23.0,29.1,17.5,15.7,60.1,27.9,88.7,44.4,40.0,26.0,57.0
95.8,180.2,46.6,114.0,107.9,105.1,119.9,64.3,42.1,41.2,24.3,30.8,17.8,15.2,61.5,27.7,86.8,51.0,41.1,27.4,58.0
82.8,172.8,42.1,104.3,90.0,102.2,113.8,60.8,42.3,38.0,23.3,30.7,18.1,14.8,62.1,28.3,87.5,44.5,44.1,25.5,57.2
77.9,171.0,42.7,102.2,96.1,100.2,115.6,61.1,39.8,36.6,21.1,28.7,17.6,16.4,58.5,27.3,82.7,43.5,38.2,23.9,58.3
83.3,173.5,44.2,107.7,91.5,98.9,121.2,61.6,39.9,37.4,22.8,32.5,18.2,15.2,57.2,27.3,87.4,43.2,44.0,25.5,57.5
57.8,167.1,39.4,87.9,72.0,88.0,108.2,52.2,34.8,32.3,19.3,27.7,16.9,14.9,56.9,25.9,77.1,44.9,37.3,19.8,54.0
105.5,179.1,45.2,117.8,106.0,110.3,127.4,72.2,43.7,45.1,23.8,34.8,19.4,16.0,60.5,26.7,85.7,49.5,40.6,28.0,57.7
89.8,179.4,45.8,107.6,98.0,106.9,121.1,64.7,43.3,40.8,23.0,32.5,18.0,16.5,58.0,26.6,86.1,46.7,38.8,26.3,58.5
93.7,185.3,43.9,111.4,95.8,102.5,123.2,63.9,43.0,41.4,24.1,32.8,18.6,16.0,59.7,27.3,90.7,51.0,43.5,27.7,56.6
88.7,171.2,48.0,114.3,105.4,102.6,120.8,59.9,39.6,40.1,23.4,32.0,18.1,15.4,56.3,24.6,79.6,43.5,37.3,26.4,56.8
79.7,177.7,44.3,105.7,91.4,97.3,119.5,57.9,38.1,36.6,21.5,33.2,18.7,15.8,57.7,26.0,86.2,47.1,40.7,25.1,56.8
100.1,181.5,45.8,114.9,102.1,108.7,124.8,68.1,43.3,42.9,24.3,32.8,18.9,16.7,63.4,28.9,87.4,48.5,41.3,28.1,60.0
82.7,185.9,44.8,97.8,86.1,99.1,116.3,59.6,39.4,34.3,21.2,30.4,17.7,14.6,65.1,29.1,90.0,49.8,44.6,23.5,58.8
77.1,160.9,44.9,107.6,104.6,98.4,115.9,57.1,38.0,36.7,21.2,30.2,17.2,15.0,53.7,24.2,75.9,44.2,38.8,26.0,54.7
84.4,166.0,41.9,108.9,98.1,102.8,116.5,62.6,41.9,41.7,23.7,31.1,17.3,13.5,57.2,27.0,82.7,44.1,39.8,27.1,57.0
95.3,186.3,45.5,116.0,105.0,106.2,120.2,63.8,42.6,40.0,22.8,30.1,17.8,14.2,61.9,27.8,89.3,50.4,43.7,27.1,59.0
77.9,181.9,40.7,101.2,94.7,97.5,112.9,57.4,37.8,36.7,20.7,30.2,18.0,16.5,61.0,26.8,86.2,49.7,39.2,24.3,58.0
71.3,172.6,39.4,96.1,93.0,95.3,112.0,56.3,38.5,35.5,21.7,27.5,17.2,15.9,58.3,26.2,83.8,46.6,41.0,22.2,56.3
106.4,171.7,50.2,118.6,109.4,112.4,129.3,70.6,47.8,45.1,24.3,36.1,18.3,15.1,56.2,24.9,79.7,47.3,36.4,29.3,61.0
94.4,176.2,45.8,113.7,109.9,109.2,116.0,65.7,43.3,40.6,23.3,32.1,18.5,14.4,64.0,28.8,85.6,50.1,43.4,27.9,57.6
81.0,178.2,42.5,99.9,90.8,98.4,112.8,58.6,38.0,40.5,22.7,30.8,17.3,14.9,57.4,26.2,84.9,48.1,41.1,25.0,58.5
80.8,178.2,42.8,102.7,95.2,99.3,115.6,61.1,39.5,36.8,21.3,31.2,18.0,14.2,64.3,29.5,87.7,48.5,44.4,25.1,56.7
82.6,173.4,44.9,107.6,92.2,99.8,115.0,61.0,39.5,36.2,22.0,30.8,17.8,13.6,58.4,26.4,80.8,49.4,40.2,25.8,57.8
66.3,152.8,41.3,99.7,96.6,94.8,104.8,61.0,37.6,36.2,20.6,27.6,16.6,12.3,53.6,24.6,74.3,41.3,35.6,23.9,55.3
72.5,175.0,43.6,100.7,82.3,94.3,115.1,54.5,37.7,35.8,20.2,30.0,17.0,14.9,58.8,26.0,81.3,45.7,40.1,22.6,57.4
76.6,179.3,43.1,100.3,92.0,100.0,114.2,59.8,39.6,37.3,23.0,29.1,16.7,14.9,61.8,28.7,87.1,46.4,38.7,24.3,55.6
76.6,170.6,41.8,102.7,95.6,97.4,113.1,58.1,38.3,39.6,22.0,31.0,16.8,15.4,59.3,27.2,81.3,43.3,38.1,25.1,57.7
104.7,179.4,46.3,114.3,105.1,111.3,126.5,70.1,44.5,45.1,23.8,34.0,19.2,16.5,62.9,27.8,89.2,47.0,41.3,27.7,57.7
72.7,177.8,43.4,100.9,87.8,95.0,118.2,57.6,38.7,37.7,22.4,28.3,17.0,15.8,60.4,26.9,86.0,49.5,39.0,23.2,57.8
79.7,170.0,44.8,105.2,97.6,102.4,116.8,62.8,40.0,38.9,23.7,30.2,17.2,15.5,60.5,26.8,87.2,42.0,40.7,24.7,58.2
95.0,168.9,50.7,127.2,101.3,101.2,130.0,58.3,42.7,40.6,24.6,35.8,18.9,16.0,56.5,24.9,80.1,45.8,38.8,30.0,58.0
87.4,165.9,43.6,109.4,96.9,106.5,121.0,65.8,43.5,42.8,23.6,34.1,17.3,14.9,55.1,26.5,76.4,47.3,36.5,27.7,55.7
91.4,165.3,45.5,113.4,99.6,103.7,122.0,65.9,42.7,45.1,23.7,33.3,18.4,13.6,55.9,24.4,75.3,45.7,36.3,26.8,57.8
85.2,164.7,45.3,113.5,104.1,103.2,123.1,60.7,41.3,39.5,21.8,31.8,17.4,14.8,57.4,26.7,79.4,48.1,34.7,27.7,55.2
78.2,179.4,42.5,98.3,83.8,97.2,117.2,57.9,40.3,36.0,22.3,31.7,18.0,16.0,61.5,28.3,86.7,46.2,43.0,22.3,56.0
76.2,168.1,45.3,107.3,94.7,98.2,114.7,59.7,37.8,37.5,20.1,29.4,16.9,14.2,58.8,25.7,81.0,47.5,38.3,25.8,55.4
90.8,170.0,44.8,112.5,104.3,103.3,120.4,64.6,43.3,41.4,24.3,31.0,17.8,14.5,56.7,25.3,79.2,47.5,36.1,26.6,57.0
76.7,175.5,43.6,102.1,85.1,96.8,118.7,57.8,37.9,36.7,22.2,30.4,18.0,14.5,59.7,27.6,85.6,46.8,41.5,25.0,58.7
85.9,171.0,44.5,104.2,100.4,105.3,114.6,63.5,40.1,41.3,22.6,30.2,17.1,14.1,55.0,25.2,81.9,50.4,38.1,26.7,58.6
106.7,184.5,46.8,114.8,104.3,112.2,125.8,68.9,43.6,41.8,25.5,34.3,18.1,14.8,58.5,27.1,89.2,47.9,41.9,28.5,60.8
84.9,169.6,43.8,109.2,98.2,104.0,115.0,63.3,42.7,39.4,23.6,31.2,17.4,14.4,57.1,26.2,79.3,46.9,38.5,26.8,55.4
70.0,179.2,44.1,92.2,84.0,89.8,113.9,53.7,39.2,35.9,22.8,28.1,17.0,16.0,61.3,27.0,87.6,46.7,42.1,22.1,57.3
65.7,173.5,41.5,89.9,82.7,93.1,110.6,53.3,36.4,34.7,22.5,28.1,16.9,14.6,59.0,26.7,82.7,47.7,42.1,19.8,56.7
84.5,167.7,41.8,108.7,95.1,101.3,121.1,61.6,41.9,43.2,25.3,32.7,18.1,15.1,60.2,26.1,78.9,45.0,36.4,26.4,57.4
98.7,176.7,47.4,116.6,104.7,105.8,128.1,65.8,42.3,39.5,23.1,34.4,18.5,16.1,60.4,28.1,85.3,48.4,42.1,28.4,58.9
85.7,175.1,45.6,104.7,100.1,104.5,114.8,64.7,42.8,38.4,21.8,30.2,16.9,14.3,58.8,26.6,81.4,54.6,38.6,26.2,56.7
104.5,176.9,46.3,114.8,108.6,113.1,127.1,73.5,43.9,40.7,24.2,32.9,18.7,16.1,58.9,27.4,82.5,48.5,38.8,27.9,58.1
89.3,173.6,43.5,105.1,105.9,104.9,115.0,62.9,41.7,39.7,23.0,33.0,18.2,14.8,58.1,25.2,80.3,50.2,37.3,25.3,60.0
103.2,187.3,47.2,113.2,97.8,107.0,124.5,68.0,45.5,40.5,23.4,34.7,19.1,15.2,58.2,26.6,87.2,54.1,43.3,28.5,58.5
89.4,174.3,44.7,106.9,95.7,108.0,123.1,67.7,39.8,39.7,23.7,31.3,17.5,15.3,58.6,26.9,82.1,48.5,39.4,24.6,58.5
66.6,177.5,41.7,90.7,77.3,94.2,110.0,55.4,36.1,35.0,20.8,29.6,17.2,14.1,58.6,26.7,83.4,47.2,40.7,21.5,56.5
89.0,171.7,44.9,116.3,93.6,101.2,129.9,65.7,41.1,36.4,22.3,32.8,17.7,16.7,58.1,25.3,82.8,44.9,39.7,30.1,57.5
105.6,170.6,48.0,124.3,111.2,112.4,134.7,70.9,41.7,41.5,23.8,32.5,17.8,16.6,58.6,27.7,82.7,51.3,38.7,30.0,61.7
84.3,176.1,43.8,107.4,94.1,99.2,120.6,62.8,40.6,40.3,22.9,32.3,17.2,15.1,60.3,27.4,85.0,46.8,40.6,27.1,57.8
74.6,166.0,41.4,99.3,86.7,101.0,111.9,61.1,40.7,39.2,22.7,28.8,16.1,15.0,54.5,24.5,78.1,45.2,36.1,21.9,57.4
59.7,166.5,39.2,94.0,76.6,89.4,109.3,50.5,35.6,34.9,20.9,27.9,16.2,15.5,55.8,24.6,77.2,46.4,37.1,22.6,56.6
82.6,177.3,47.3,102.4,94.6,99.8,119.2,59.8,38.2,37.4,22.4,30.2,17.6,14.3,62.3,27.6,85.7,47.1,41.4,23.2,59.0
90.7,173.5,44.9,115.1,95.1,100.3,126.0,61.9,41.7,41.3,24.6,31.9,18.2,16.2,58.7,26.8,83.9,51.0,39.7,29.6,57.7
87.7,172.3,46.8,113.3,93.0,97.2,127.5,61.4,38.4,40.3,22.5,34.5,17.6,14.3,59.0,27.6,84.2,48.9,38.6,28.0,57.7
68.5,169.3,43.4,101.7,82.2,92.5,116.2,54.3,35.8,35.4,20.4,29.7,16.5,14.2,57.4,26.7,81.3,44.8,37.2,23.5,54.7
76.7,172.8,41.2,102.7,90.8,98.9,116.8,59.8,40.9,38.4,21.7,31.7,17.2,16.0,55.4,24.9,78.4,45.6,38.0,24.1,58.1
108.1,180.9,48.8,121.9,108.2,112.6,129.6,67.7,44.1,45.4,25.6,34.6,19.2,16.1,59.9,27.9,86.7,47.2,41.8,29.3,58.0
77.2,167.1,42.3,104.3,89.8,100.0,109.9,61.8,40.2,39.5,23.0,30.3,16.0,12.2,56.5,25.7,77.5,42.5,36.6,24.5,58.2
82.9,177.5,40.6,104.2,90.9,104.4,117.8,63.1,40.6,37.3,23.5,30.1,16.8,15.5,59.0,26.2,86.2,47.9,40.5,23.6,57.3
85.7,172.7,45.0,105.1,101.0,103.3,115.3,63.4,40.0,37.1,21.8,30.0,17.7,14.5,58.3,26.3,81.9,47.0,39.7,26.1,59.7
69.1,167.5,44.2,100.9,86.0,95.3,112.9,56.9,37.2,33.9,20.6,29.5,16.5,14.0,55.0,24.6,78.6,47.8,37.7,24.2,56.8
80.6,169.7,44.0,107.2,93.8,96.3,112.7,60.1,38.0,38.3,21.7,33.2,17.5,15.3,56.7,25.6,81.1,48.7,40.3,28.0,58.0
73.7,176.0,43.3,101.1,87.5,96.1,110.9,59.0,37.1,34.7,21.7,28.6,16.7,14.8,58.5,26.5,86.3,46.0,38.5,23.8,57.2
77.5,176.6,42.4,102.3,83.6,98.5,116.0,58.8,39.7,40.6,25.0,30.8,18.6,14.5,57.9,26.5,84.1,48.5,38.9,24.9,58.2
100.6,170.7,49.0,115.2,115.5,112.8,121.1,70.0,42.7,41.5,23.1,31.9,17.0,15.6,52.7,25.5,77.4,53.9,36.2,29.0,57.5
86.0,179.8,42.5,103.6,100.7,102.1,119.9,59.5,40.9,39.6,22.7,28.4,17.1,16.6,61.7,27.3,86.5,50.3,40.1,23.7,56.6
59.7,168.2,41.2,87.2,77.8,90.6,103.5,53.1,34.4,33.1,21.1,27.0,16.3,12.6,53.0,24.2,78.1,47.8,37.3,20.1,55.3
97.9,174.7,49.0,116.7,112.9,109.6,123.9,66.2,42.6,40.9,24.1,32.4,17.8,14.9,53.8,25.2,77.6,52.8,37.2,26.8,57.3
89.7,196.6,45.2,99.5,88.0,100.9,123.3,55.9,41.0,36.8,22.7,33.1,19.3,16.0,69.7,32.0,95.4,52.9,44.3,23.8,58.7
101.6,173.7,44.8,116.8,103.4,109.9,126.6,68.5,44.3,42.2,24.7,33.2,17.8,15.3,56.8,24.6,78.8,48.6,36.9,27.1,59.3
111.9,186.3,48.1,121.3,103.6,110.4,129.0,67.2,44.9,40.5,23.2,34.8,18.1,15.0,62.5,28.4,89.6,51.0,40.6,30.9,59.9
71.1,185.7,43.6,94.9,81.5,94.8,112.3,53.8,35.8,35.6,22.6,29.0,17.7,13.7,61.4,28.2,89.3,48.9,42.0,21.1,55.9
105.7,184.9,46.3,115.7,100.8,111.4,129.0,72.0,45.1,42.8,25.1,34.9,18.3,13.9,59.1,26.6,89.0,49.5,42.0,27.5,56.9
82.8,183.6,42.3,103.5,92.4,99.7,113.5,61.6,38.1,36.3,22.0,29.5,16.8,14.2,62.5,28.8,86.5,52.4,39.9,25.8,59.5
85.1,173.0,45.5,103.7,93.9,101.1,119.6,64.2,40.4,41.3,23.3,32.7,18.1,16.6,58.0,27.0,82.3,47.3,37.8,24.8,57.9
104.7,195.0,45.9,109.9,103.0,101.6,122.3,65.2,44.3,44.5,27.0,32.4,18.2,15.6,63.8,29.2,97.3,51.1,46.3,27.2,56.7
78.1,163.7,42.2,103.8,90.9,99.1,118.7,63.8,42.4,37.6,22.0,32.8,17.9,14.5,55.5,26.5,80.6,43.8,39.2,25.4,55.7
98.4,179.6,46.4,106.6,99.5,110.7,120.5,68.6,46.9,41.8,24.2,32.4,17.8,14.5,58.1,26.0,86.1,42.9,42.3,24.9,59.4
76.1,169.2,41.6,104.8,87.6,96.0,113.3,58.1,38.4,38.3,22.8,31.5,17.9,15.1,56.9,26.6,81.3,46.0,37.2,25.8,56.8
76.4,162.4,41.2,100.3,93.3,101.0,114.1,66.0,42.3,39.8,23.7,30.3,17.1,14.7,54.7,25.2,76.7,44.6,36.9,24.5,55.4
97.0,162.0,47.2,113.7,110.5,115.7,123.0,74.3,45.4,43.7,24.6,32.5,18.1,14.7,51.3,24.3,72.0,48.7,33.8,26.8,59.0
86.8,168.6,48.2,114.2,99.7,100.3,127.9,63.2,42.8,37.2,21.3,33.4,17.2,16.0,57.6,25.6,80.0,48.0,37.7,28.6,54.4
80.1,174.4,42.0,104.6,95.5,102.8,115.9,60.1,40.0,37.9,22.3,28.5,17.4,15.0,57.2,26.6,79.7,49.8,35.7,25.0,57.5
86.1,171.3,43.5,106.7,102.6,104.2,117.0,63.4,40.8,37.4,21.0,29.7,16.7,14.8,54.5,24.1,79.2,49.2,38.7,26.2,55.5
79.4,175.0,45.4,109.6,95.8,95.8,116.0,55.7,37.4,35.1,20.8,30.1,17.7,14.6,58.0,26.8,83.7,47.2,39.3,27.0,56.4
105.1,178.8,45.7,116.7,111.5,114.0,120.2,68.1,42.9,40.2,24.0,33.0,17.3,14.2,56.5,25.7,81.3,55.8,39.7,29.3,59.0
84.8,183.0,42.0,102.6,83.8,99.9,121.9,62.8,38.7,38.1,23.0,31.8,18.4,16.3,62.1,29.2,85.4,48.4,39.9,23.5,60.3
63.0,171.1,39.2,96.4,80.1,89.7,111.5,50.5,34.8,35.6,21.7,28.9,17.6,14.9,56.9,26.6,81.2,47.4,39.5,26.5,54.7
134.4,184.1,48.0,131.7,126.3,125.6,135.0,76.2,47.9,47.6,25.9,34.8,19.1,16.9,60.7,28.5,89.7,52.3,40.6,31.7,59.6
97.4,178.4,47.4,113.6,100.8,106.2,129.9,68.2,43.7,41.2,23.9,31.4,18.8,16.9,59.6,27.5,82.9,49.7,39.5,26.6,58.6
80.4,191.5,40.2,96.7,85.5,98.9,115.5,55.7,37.9,37.3,22.7,29.2,17.3,17.7,62.3,28.3,94.2,49.8,45.9,21.8,59.2
83.8,183.5,42.5,101.5,94.3,100.1,118.2,61.1,40.4,37.5,23.3,31.4,18.5,16.1,60.4,28.7,85.8,52.5,40.4,24.5,58.6
126.2,190.5,47.3,124.2,121.1,120.1,132.2,75.6,48.0,44.3,24.5,35.3,18.8,14.8,63.7,28.4,91.4,52.5,43.0,31.1,58.3
115.6,181.7,43.8,121.4,113.9,119.1,127.0,76.1,45.4,42.8,23.7,33.7,17.7,16.9,64.0,29.5,90.1,51.2,44.0,29.6,57.0
105.3,184.7,45.8,116.8,111.9,111.4,127.6,68.0,43.6,40.4,23.2,33.2,18.5,15.3,61.7,28.0,87.2,49.7,41.2,28.1,58.4
67.8,172.4,40.8,92.8,81.8,94.8,109.2,58.1,37.7,39.6,22.7,28.8,16.3,14.8,57.2,25.8,81.5,43.9,38.2,22.8,55.3
95.7,178.2,47.1,114.4,102.2,102.6,124.3,62.3,41.7,39.6,23.2,32.7,18.9,16.5,59.6,26.6,82.9,51.7,40.3,29.2,54.0
70.3,171.7,43.4,97.6,79.3,93.6,114.5,54.9,37.0,34.5,20.6,32.5,17.3,14.4,57.2,27.7,85.5,46.7,42.2,23.1,57.4
65.7,178.1,41.8,89.0,77.7,93.4,108.7,53.3,35.5,36.1,21.7,27.5,17.0,15.5,60.9,27.9,86.5,46.1,40.1,20.2,56.1
89.5,183.3,44.3,107.2,96.7,103.5,119.4,61.7,40.6,39.5,23.0,30.1,18.5,15.6,61.1,26.7,84.3,51.4,40.5,25.5,59.6
75.8,174.1,43.4,100.8,83.0,94.3,117.4,58.0,38.5,38.1,22.5,31.1,17.8,15.5,56.3,25.7,81.7,45.2,40.5,24.1,58.0
90.6,182.4,44.4,107.2,102.7,106.8,116.5,61.7,42.0,39.9,23.2,31.1,17.7,16.0,60.0,28.3,87.4,53.4,42.8,25.1,58.2
72.0,176.6,40.5,93.7,82.1,94.3,112.7,57.4,39.1,37.4,22.8,29.6,17.0,15.5,58.5,26.4,86.1,46.5,40.3,22.8,57.1
104.8,182.1,45.0,110.6,115.0,111.3,123.6,70.5,45.7,42.4,23.7,33.9,18.2,16.1,62.0,27.6,86.9,55.4,41.2,26.9,60.3
116.1,179.8,46.6,120.1,120.6,113.3,125.5,74.0,48.8,46.4,27.0,35.3,18.8,12.7,59.9,26.7,87.1,54.3,39.9,29.8,57.2
86.6,183.2,41.5,105.2,89.8,100.6,118.3,63.5,40.3,40.3,24.1,30.9,17.7,15.3,61.1,27.8,87.8,48.2,38.8,24.7,57.8
60.1,168.5,40.2,92.2,76.1,87.9,112.3,50.6,35.8,35.6,21.1,28.9,16.4,15.4,56.7,25.2,80.3,44.8,37.5,20.8,56.6
112.0,178.8,47.6,116.4,115.9,116.2,126.2,73.2,47.0,41.6,24.0,33.8,18.3,14.5,60.2,26.7,85.9,54.7,41.3,29.0,59.2
76.2,176.5,44.4,97.9,89.8,95.8,118.9,56.4,37.7,37.5,22.1,29.8,16.5,15.4,58.9,25.8,83.6,47.9,41.8,23.0,58.1
127.8,181.8,48.1,129.9,115.9,125.5,133.9,78.8,50.4,46.3,24.8,36.7,19.3,15.0,60.5,27.8,86.8,51.1,40.5,31.0,58.5
52.9,168.7,38.2,85.5,70.9,84.1,104.1,45.8,32.9,32.6,20.7,26.1,15.8,15.6,58.1,25.5,80.4,45.1,39.2,19.5,55.0
91.8,175.1,47.0,112.1,100.5,103.8,122.0,63.3,41.3,39.8,22.5,29.7,17.5,14.6,58.5,26.3,83.1,46.5,41.3,28.1,57.7
83.0,177.8,42.5,100.2,87.6,101.8,121.5,63.2,41.0,39.6,23.6,30.9,17.3,18.1,57.2,25.5,81.2,47.1,40.3,20.9,57.8
105.3,180.9,47.7,121.3,104.2,110.9,133.6,67.4,41.3,41.6,25.4,35.1,19.4,18.0,64.0,27.9,86.5,47.3,43.1,29.8,59.0
89.9,178.7,47.5,110.0,102.2,105.7,123.5,62.3,41.4,40.2,23.5,30.9,19.4,16.0,59.9,26.8,85.2,49.2,41.9,26.0,59.7
84.9,184.4,44.0,104.7,93.4,98.1,116.0,58.5,39.7,36.9,21.7,30.5,17.4,14.3,61.8,29.1,92.8,48.5,45.0,26.5,59.2
82.3,179.0,39.3,110.6,91.7,100.2,120.9,63.3,40.7,35.6,20.3,28.7,16.8,17.0,62.0,27.4,88.7,45.0,43.2,26.8,56.3
65.9,169.3,39.9,95.2,80.0,90.3,102.3,52.8,36.2,35.8,22.2,29.6,16.8,12.6,53.4,24.1,77.9,44.4,38.8,22.8,57.8
78.8,173.4,42.9,104.5,97.2,101.2,114.8,61.0,38.8,35.4,21.2,29.3,16.9,15.7,58.5,26.2,84.1,45.0,40.9,25.7,56.4
78.7,183.4,43.1,99.6,85.9,98.2,116.2,59.0,41.1,35.7,20.7,29.9,17.9,16.4,66.5,30.6,91.7,47.7,45.8,23.7,57.4
95.4,183.0,46.4,107.7,97.7,105.4,123.4,66.2,42.5,40.6,22.1,33.5,18.2,16.0,57.1,25.7,84.3,52.7,42.3,24.1,57.3
97.0,184.2,44.2,112.9,99.3,104.3,121.5,62.8,43.3,40.8,23.3,32.9,18.8,15.8,62.7,28.1,87.1,49.9,42.1,27.4,57.5
105.2,187.6,46.1,115.4,104.8,112.8,131.0,71.7,41.8,43.7,23.7,31.9,18.5,16.8,63.0,28.2,89.4,50.0,44.6,26.9,58.9
64.9,166.5,42.1,99.3,84.1,90.7,111.1,53.9,36.3,32.3,20.6,29.0,16.8,14.7,56.0,26.3,79.5,47.0,38.4,23.5,56.6
102.4,189.0,46.5,121.9,103.4,105.8,128.3,65.8,43.5,38.4,22.7,32.2,20.2,16.3,65.3,29.9,89.9,50.7,44.0,29.3,57.0
77.4,173.7,38.9,100.6,94.2,98.7,113.6,58.8,40.7,35.3,22.0,29.2,16.8,15.2,57.8,26.3,80.7,50.3,38.0,23.6,55.9
89.1,185.6,44.8,111.6,87.2,98.3,123.5,61.5,39.7,38.7,23.2,35.0,17.7,16.8,60.7,27.3,88.5,48.8,42.8,27.1,56.0
70.1,182.7,41.4,96.2,80.8,92.9,113.7,53.1,35.5,33.6,21.1,28.2,16.9,15.3,63.7,30.3,94.5,46.6,44.4,21.3,56.1
95.3,177.2,48.1,114.5,104.7,108.3,123.2,67.0,42.3,39.0,23.3,31.5,18.5,16.7,57.4,27.1,82.3,51.5,39.1,27.0,57.4
102.9,172.5,43.8,118.9,112.4,110.8,120.2,69.5,46.8,44.4,23.7,32.2,17.9,15.7,56.8,26.2,80.1,50.4,37.1,28.4,60.6
71.7,174.1,41.4,93.1,85.6,97.4,115.2,58.7,35.1,36.8,21.6,28.4,16.9,17.2,54.1,24.4,82.0,47.9,38.5,23.6,57.8
